DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,HU1,2021,72.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,HU11,2019,75.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,HU11,2020,74.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,HU11,2021,73.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,HU12,2019,73.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,HU12,2020,72.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,HU12,2021,71.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,HU2,2019,73.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,HU2,2020,72.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,HU2,2021,70.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,HU21,2019,72.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,HU21,2020,72.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,HU21,2021,70.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,HU22,2019,73.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,HU22,2020,72.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,HU22,2021,72.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,HU23,2019,72.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,HU23,2020,72.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,HU23,2021,70.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,HU3,2019,71.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,HU3,2020,71.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,HU3,2021,69.4,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,HU31,2019,70.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,HU31,2020,70.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,HU31,2021,68.3,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,HU32,2019,71.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,HU32,2020,71.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,HU32,2021,69.4,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,HU33,2019,72.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,HU33,2020,72.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,HU33,2021,70.3,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,IE,2019,80.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,IE,2020,80.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,IE,2021,80.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,IE0,2019,80.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,IE0,2020,80.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,IE0,2021,80.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,IE04,2019,81.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,IE04,2020,80.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,IE04,2021,80.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,IE05,2019,80.4,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,IE05,2020,80.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,IE05,2021,80.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,IE06,2019,81.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,IE06,2020,80.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,IE06,2021,80.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,IS,2019,81.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,IS,2020,81.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,IS,2021,81.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,IS0,2019,81.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,IS0,2020,81.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,IS0,2021,81.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,IS00,2019,81.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,IS00,2020,81.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,IS00,2021,81.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,IT,2019,81.4,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,IT,2020,80.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,IT,2021,80.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITC,2019,81.5,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITC,2020,79.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITC,2021,81.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITC1,2019,81.0,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITC1,2020,79.3,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITC1,2021,80.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITC2,2019,80.7,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITC2,2020,79.3,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITC2,2021,80.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITC3,2019,81.1,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITC3,2020,79.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITC3,2021,80.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITC4,2019,81.9,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITC4,2020,79.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITC4,2021,81.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITF,2019,80.7,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITF,2020,79.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITF,2021,79.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITF1,2019,81.4,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITF1,2020,80.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITF1,2021,80.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITF2,2019,80.9,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITF2,2020,80.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITF2,2021,78.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITF3,2019,79.9,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITF3,2020,78.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITF3,2021,78.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITF4,2019,81.6,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITF4,2020,80.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITF4,2021,80.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITF5,2019,80.7,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITF5,2020,80.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITF5,2021,80.3,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITF6,2019,80.5,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITF6,2020,80.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITF6,2021,79.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITG,2019,80.3,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITG,2020,79.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITG,2021,79.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITG1,2019,80.2,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITG1,2020,79.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITG1,2021,79.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITG2,2019,80.7,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITG2,2020,80.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITG2,2021,80.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITH,2019,81.9,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITH,2020,80.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITH,2021,81.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITH1,2019,82.2,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITH1,2020,80.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITH1,2021,81.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITH2,2019,82.4,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITH2,2020,80.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITH2,2021,81.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITH3,2019,82.0,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITH3,2020,80.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITH3,2021,81.4,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITH4,2019,81.6,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITH4,2020,80.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITH4,2021,79.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITH5,2019,81.9,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITH5,2020,80.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITH5,2021,81.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITI,2019,81.9,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITI,2020,81.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITI,2021,80.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITI1,2019,82.0,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITI1,2020,81.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITI1,2021,81.3,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITI2,2019,82.3,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITI2,2020,81.4,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITI2,2021,81.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITI3,2019,82.3,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITI3,2020,81.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITI3,2021,81.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITI4,2019,81.6,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITI4,2020,80.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ITI4,2021,80.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LI,2019,82.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LI,2020,80.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LI,2021,82.5,e
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LI0,2019,82.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LI0,2020,80.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LI00,2019,82.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LI00,2020,80.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LT,2019,71.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LT,2020,70.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LT,2021,69.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LT0,2019,71.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LT0,2020,70.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LT0,2021,69.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LT01,2019,71.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LT01,2020,70.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LT01,2021,69.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LT02,2019,71.4,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LT02,2020,69.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LT02,2021,69.3,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LU,2019,80.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LU,2020,79.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LU,2021,80.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LU0,2019,80.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LU0,2020,79.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LU0,2021,80.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LU00,2019,80.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LU00,2020,79.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LU00,2021,80.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LV,2019,70.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LV,2020,70.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LV,2021,68.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LV0,2019,70.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LV0,2020,70.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LV0,2021,68.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LV00,2019,70.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LV00,2020,70.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,LV00,2021,68.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ME,2019,74.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ME,2020,73.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ME,2021,70.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ME0,2019,74.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ME0,2020,73.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ME0,2021,70.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ME00,2019,74.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ME00,2020,73.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,ME00,2021,70.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,MK,2019,74.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,MK,2020,72.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,MK,2021,71.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,MK0,2019,74.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,MK0,2020,72.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,MK0,2021,71.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,MK00,2019,74.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,MK00,2020,72.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,MK00,2021,71.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,MT,2019,81.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,MT,2020,80.3,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,MT,2021,80.8,p
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,MT0,2019,81.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,MT0,2020,80.3,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,MT0,2021,80.8,p
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,MT00,2019,81.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,MT00,2020,80.3,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,MT00,2021,80.8,p
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,NL,2019,80.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,NL,2020,79.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,NL,2021,79.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,NL1,2019,80.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,NL1,2020,79.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,NL1,2021,79.4,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,NL11,2019,79.4,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,NL11,2020,79.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,NL11,2021,79.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,NL12,2019,80.4,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,NL12,2020,80.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,NL12,2021,79.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,NL13,2019,80.3,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,NL13,2020,79.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,NL13,2021,79.4,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,NL2,2019,80.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,NL2,2020,79.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,NL2,2021,79.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,NL21,2019,80.4,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,M,Y_LT1,NL21,2020,79.4,
