DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,IS0,2019,84.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,IS0,2020,84.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,IS0,2021,84.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,IS00,2019,84.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,IS00,2020,84.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,IS00,2021,84.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,IT,2019,85.7,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,IT,2020,84.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,IT,2021,84.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITC,2019,86.1,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITC,2020,83.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITC,2021,85.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITC1,2019,85.5,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITC1,2020,83.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITC1,2021,85.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITC2,2019,86.5,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITC2,2020,83.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITC2,2021,85.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITC3,2019,85.7,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITC3,2020,84.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITC3,2021,85.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITC4,2019,86.4,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITC4,2020,83.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITC4,2021,85.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITF,2019,85.0,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITF,2020,84.4,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITF,2021,83.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITF1,2019,85.8,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITF1,2020,85.3,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITF1,2021,85.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITF2,2019,86.3,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITF2,2020,84.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITF2,2021,84.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITF3,2019,84.2,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITF3,2020,83.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITF3,2021,83.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITF4,2019,85.7,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITF4,2020,84.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITF4,2021,84.3,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITF5,2019,85.2,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITF5,2020,85.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITF5,2021,85.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITF6,2019,85.0,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITF6,2020,84.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITF6,2021,83.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITG,2019,84.8,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITG,2020,84.3,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITG,2021,83.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITG1,2019,84.3,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITG1,2020,84.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITG1,2021,83.3,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITG2,2019,86.4,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITG2,2020,85.4,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITG2,2021,85.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITH,2019,86.2,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITH,2020,85.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITH,2021,85.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITH1,2019,86.7,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITH1,2020,84.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITH1,2021,85.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITH2,2019,87.2,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITH2,2020,85.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITH2,2021,86.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITH3,2019,86.4,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITH3,2020,85.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITH3,2021,85.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITH4,2019,86.0,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITH4,2020,85.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITH4,2021,85.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITH5,2019,85.9,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITH5,2020,84.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITH5,2021,85.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITI,2019,86.0,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITI,2020,85.3,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITI,2021,85.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITI1,2019,86.1,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITI1,2020,85.4,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITI1,2021,85.3,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITI2,2019,86.5,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITI2,2020,85.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITI2,2021,85.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITI3,2019,86.4,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITI3,2020,85.3,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITI3,2021,85.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITI4,2019,85.8,b
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITI4,2020,85.3,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ITI4,2021,85.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LI,2019,85.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LI,2020,83.4,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LI,2021,86.4,e
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LI0,2019,85.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LI0,2020,83.4,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LI00,2019,85.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LI00,2020,83.4,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LT,2019,81.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LT,2020,80.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LT,2021,78.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LT0,2019,81.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LT0,2020,80.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LT0,2021,78.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LT01,2019,81.4,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LT01,2020,80.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LT01,2021,79.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LT02,2019,81.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LT02,2020,79.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LT02,2021,78.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LU,2019,85.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LU,2020,84.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LU,2021,84.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LU0,2019,85.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LU0,2020,84.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LU0,2021,84.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LU00,2019,85.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LU00,2020,84.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LU00,2021,84.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LV,2019,80.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LV,2020,80.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LV,2021,78.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LV0,2019,80.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LV0,2020,80.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LV0,2021,78.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LV00,2019,80.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LV00,2020,80.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,LV00,2021,78.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ME,2019,79.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ME,2020,78.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ME,2021,77.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ME0,2019,79.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ME0,2020,78.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ME0,2021,77.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ME00,2019,79.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ME00,2020,78.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,ME00,2021,77.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,MK,2019,78.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,MK,2020,76.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,MK,2021,75.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,MK0,2019,78.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,MK0,2020,76.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,MK0,2021,75.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,MK00,2019,78.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,MK00,2020,76.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,MK00,2021,75.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,MT,2019,84.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,MT,2020,84.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,MT,2021,84.3,p
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,MT0,2019,84.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,MT0,2020,84.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,MT0,2021,84.3,p
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,MT00,2019,84.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,MT00,2020,84.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,MT00,2021,84.3,p
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL,2019,83.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL,2020,83.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL,2021,83.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL1,2019,83.4,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL1,2020,83.4,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL1,2021,82.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL11,2019,83.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL11,2020,82.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL11,2021,82.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL12,2019,83.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL12,2020,83.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL12,2021,83.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL13,2019,83.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL13,2020,83.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL13,2021,82.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL2,2019,83.4,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL2,2020,83.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL2,2021,82.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL21,2019,83.4,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL21,2020,83.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL21,2021,82.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL22,2019,83.3,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL22,2020,82.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL22,2021,83.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL23,2019,83.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL23,2020,83.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL23,2021,82.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL3,2019,83.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL3,2020,83.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL3,2021,83.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL31,2019,84.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL31,2020,83.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL31,2021,83.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL32,2019,83.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL32,2020,83.3,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL32,2021,83.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL33,2019,83.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL33,2020,83.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL33,2021,83.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL34,2019,84.4,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL34,2020,84.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL34,2021,83.2,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL4,2019,83.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL4,2020,82.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL4,2021,82.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL41,2019,83.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL41,2020,82.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL41,2021,83.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL42,2019,83.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL42,2020,82.8,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NL42,2021,82.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NO,2019,84.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NO,2020,84.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NO,2021,84.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NO0,2019,84.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NO0,2020,84.9,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NO0,2021,84.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NO01,2019,85.4,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NO02,2019,83.5,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NO02,2020,84.3,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NO02,2021,84.0,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NO03,2019,84.4,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NO04,2019,84.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NO05,2019,85.4,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NO06,2019,84.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NO06,2020,85.6,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NO06,2021,85.1,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NO07,2019,83.7,
ESTAT:DEMO_R_MLIFEXP(1.0),16/03/23 11:00:00,A,YR,F,Y_LT1,NO07,2020,84.2,
